_id,operator_registration_number,postal_code,ward_number,ward_name
108918,STR-2104-FPMDVC,M2N,18.0,Willowdale
108919,STR-2104-FWTDVD,M5V,10.0,Spadina-Fort York
108920,STR-2104-GDZDVF,M5S,11.0,University-Rosedale
108921,STR-2104-GMGDVG,M6S,4.0,Parkdale-High Park
108922,STR-2104-GVMDVH,M8Y,3.0,Etobicoke-Lakeshore
108923,STR-2104-HKZDVK,M6K,4.0,Parkdale-High Park
108924,STR-2104-HTGDVL,M5V,10.0,Spadina-Fort York
108925,STR-2104-JBMDVM,M5B,13.0,Toronto Centre
108926,STR-2104-FQCRVC,M8V,3.0,Etobicoke-Lakeshore
108927,STR-2104-FXJRVD,M5J,10.0,Spadina-Fort York
108928,STR-2104-GMWRVG,M5V,10.0,Spadina-Fort York
108929,STR-2104-GWCRVH,M5V,10.0,Spadina-Fort York
108930,STR-2104-HDJRVJ,M5V,10.0,Spadina-Fort York
108931,STR-2104-HTWRVL,M9W,1.0,Etobicoke North
108932,STR-2104-JCCRVM,M6C,12.0,Toronto-St. Paul's
108933,STR-2104-FHMDVB,M6K,4.0,Parkdale-High Park
108934,STR-2105-GGGDVF,M4N,8.0,Eglinton-Lawrence
108935,STR-2105-GWTDVH,M4L,14.0,Toronto-Danforth
108936,STR-2105-HVMDVL,M4W,11.0,University-Rosedale
108937,STR-2105-JCTDVM,M5J,10.0,Spadina-Fort York
108938,STR-2105-FJCRVB,M6J,11.0,University-Rosedale
108939,STR-2105-GGWRVF,M5V,10.0,Spadina-Fort York
108940,STR-2105-GQCRVG,M5J,10.0,Spadina-Fort York
108941,STR-2105-GXJRVH,M4G,15.0,Don Valley West
108942,STR-2105-HFQRVJ,M5V,10.0,Spadina-Fort York
108943,STR-2105-JDJRVM,M8V,3.0,Etobicoke-Lakeshore
108944,STR-2105-FJTDVB,M4L,14.0,Toronto-Danforth
108945,STR-2105-FRZDVC,M4M,14.0,Toronto-Danforth
108946,STR-2105-FZGDVD,M5A,13.0,Toronto Centre
108947,STR-2105-GHMDVF,M4C,19.0,Beaches-East York
108948,STR-2105-GQTDVG,M9C,2.0,Etobicoke Centre
108949,STR-2105-GXZDVH,M4W,11.0,University-Rosedale
108950,STR-2105-HWTDVL,M4W,11.0,University-Rosedale
108951,STR-2105-JDZDVM,M3L,6.0,York Centre
108952,STR-2105-FKJRVB,M5J,10.0,Spadina-Fort York
108953,STR-2105-FZWRVD,M6J,10.0,Spadina-Fort York
108954,STR-2105-GJCRVF,M4N,15.0,Don Valley West
108955,STR-2105-GRJRVG,M5E,10.0,Spadina-Fort York
108956,STR-2105-GYQRVH,M6H,9.0,Davenport
108957,STR-2105-HGWRVJ,M1T,22.0,Scarborough-Agincourt
108958,STR-2105-HQCRVK,M9P,2.0,Etobicoke Centre
108959,STR-2105-HXJRVL,M5J,10.0,Spadina-Fort York
108960,STR-2105-JFQRVM,M8V,3.0,Etobicoke-Lakeshore
108961,STR-2105-FTGDVC,M5V,10.0,Spadina-Fort York
108962,STR-2105-GBMDVD,M4Y,13.0,Toronto Centre
108963,STR-2105-GJTDVF,M6A,8.0,Eglinton-Lawrence
108964,STR-2105-GZGDVH,M6P,9.0,Davenport
108965,STR-2105-HXZDVL,M6K,4.0,Parkdale-High Park
108966,STR-2105-JGGDVM,M5A,13.0,Toronto Centre
108967,STR-2105-FLQRVB,M9C,2.0,Etobicoke Centre
108968,STR-2105-FTWRVC,M2K,17.0,Don Valley North
108969,STR-2105-GCCRVD,M1C,25.0,Scarborough-Rouge Park
108970,STR-2105-GKJRVF,M6J,11.0,University-Rosedale
108971,STR-2105-GSQRVG,M6J,10.0,Spadina-Fort York
108972,STR-2105-GZWRVH,M5J,10.0,Spadina-Fort York
108973,STR-2105-HRJRVK,M5V,10.0,Spadina-Fort York
108974,STR-2105-HYQRVL,M2M,18.0,Willowdale
108975,STR-2105-JGWRVM,M2J,17.0,Don Valley North
108976,STR-2105-FFBKVB,M4Y,13.0,Toronto Centre
108977,STR-2105-FMHKVC,M5B,13.0,Toronto Centre
108978,STR-2105-GLBKVG,M5J,10.0,Spadina-Fort York
108979,STR-2105-GTHKVH,M6J,10.0,Spadina-Fort York
108980,STR-2105-HBPKVJ,M6E,8.0,Eglinton-Lawrence
108981,STR-2105-HJVKVK,M8W,3.0,Etobicoke-Lakeshore
108982,STR-2105-HSBKVL,M4S,12.0,Toronto-St. Paul's
108983,STR-2105-HZHKVM,M4V,12.0,Toronto-St. Paul's
108984,STR-2105-FFRXVB,M5A,13.0,Toronto Centre
108985,STR-2105-FWDXVD,M6S,4.0,Parkdale-High Park
108986,STR-2105-GDKXVF,M4Y,13.0,Toronto Centre
108987,STR-2105-GLRXVG,M5V,10.0,Spadina-Fort York
108988,STR-2105-HCDXVJ,M6P,9.0,Davenport
108989,STR-2105-HSRXVL,M5V,10.0,Spadina-Fort York
108990,STR-2105-HZXXVM,M5V,10.0,Spadina-Fort York
108991,STR-2105-FGHKVB,M1N,20.0,Scarborough Southwest
108992,STR-2105-FPPKVC,M5J,10.0,Spadina-Fort York
108993,STR-2105-GFBKVF,M6G,11.0,University-Rosedale
108994,STR-2105-GMHKVG,M1B,25.0,Scarborough-Rouge Park
108995,STR-2105-GVPKVH,M5J,10.0,Spadina-Fort York
108996,STR-2105-HTHKVL,M3N,7.0,Humber River-Black Creek
108997,STR-2105-JBPKVM,M6J,11.0,University-Rosedale
108998,STR-2105-FGXXVB,M6S,4.0,Parkdale-High Park
108999,STR-2105-FQDXVC,M6C,12.0,Toronto-St. Paul's
109000,STR-2105-FXKXVD,M5V,10.0,Spadina-Fort York
109001,STR-2105-GMXXVG,M5V,10.0,Spadina-Fort York
109002,STR-2105-GWDXVH,M6A,8.0,Eglinton-Lawrence
109003,STR-2105-HDKXVJ,M8Y,3.0,Etobicoke-Lakeshore
109004,STR-2105-HLRXVK,M4B,19.0,Beaches-East York
109005,STR-2105-HTXXVL,M5V,10.0,Spadina-Fort York
109006,STR-2105-JCDXVM,M4M,14.0,Toronto-Danforth
109007,STR-2105-FHPKVB,M5E,13.0,Toronto Centre
109008,STR-2105-FQVKVC,M5R,11.0,University-Rosedale
109009,STR-2105-FYBKVD,M2J,17.0,Don Valley North
109010,STR-2105-GGHKVF,M5V,10.0,Spadina-Fort York
109011,STR-2105-GPPKVG,M4J,14.0,Toronto-Danforth
109012,STR-2105-GWVKVH,M5J,10.0,Spadina-Fort York
109013,STR-2105-HFBKVJ,M6N,5.0,York South-Weston
109014,STR-2105-HMHKVK,M4J,14.0,Toronto-Danforth
109015,STR-2105-HVPKVL,M6J,10.0,Spadina-Fort York
109016,STR-2105-JCVKVM,M9P,2.0,Etobicoke Centre
109017,STR-2105-FJDXVB,M5T,10.0,Spadina-Fort York
109018,STR-2105-FRKXVC,M4L,14.0,Toronto-Danforth
109019,STR-2105-FYRXVD,M4Y,13.0,Toronto Centre
109020,STR-2105-GGXXVF,M5T,10.0,Spadina-Fort York
109021,STR-2105-GXKXVH,M6P,9.0,Davenport
109022,STR-2105-HMXXVK,M6N,5.0,York South-Weston
109023,STR-2106-GBPKVD,M4L,19.0,Beaches-East York
109024,STR-2105-JDKXVM,M6P,4.0,Parkdale-High Park
109025,STR-2105-FJVKVB,M5V,10.0,Spadina-Fort York
109026,STR-2105-FSBKVC,M4Y,13.0,Toronto Centre
109027,STR-2105-FZHKVD,M4M,14.0,Toronto-Danforth
109028,STR-2105-GQVKVG,M5V,10.0,Spadina-Fort York
109029,STR-2105-GYBKVH,M8Y,3.0,Etobicoke-Lakeshore
109030,STR-2105-HGHKVJ,M5V,10.0,Spadina-Fort York
109031,STR-2105-HPPKVK,M5J,10.0,Spadina-Fort York
109032,STR-2105-HWVKVL,M4X,13.0,Toronto Centre
109033,STR-2105-JFBKVM,M5J,10.0,Spadina-Fort York
109034,STR-2105-FKKXVB,M2R,18.0,Willowdale
109035,STR-2105-FSRXVC,M5V,10.0,Spadina-Fort York
109036,STR-2105-FZXXVD,M4C,19.0,Beaches-East York
109037,STR-2105-GJDXVF,M4M,14.0,Toronto-Danforth
109038,STR-2105-GRKXVG,M5J,10.0,Spadina-Fort York
109039,STR-2105-GYRXVH,M6H,9.0,Davenport
109040,STR-2105-HQDXVK,M6G,12.0,Toronto-St. Paul's
109041,STR-2105-HXKXVL,M8Y,3.0,Etobicoke-Lakeshore
109042,STR-2106-JFRXVM,M4W,11.0,University-Rosedale
109043,STR-2106-FLBKVB,M5J,10.0,Spadina-Fort York
109044,STR-2106-FTHKVC,M2K,17.0,Don Valley North
109045,STR-2106-HSCRVL,M6J,9.0,Davenport
109046,STR-2106-GJVKVF,M4L,14.0,Toronto-Danforth
109047,STR-2106-GZHKVH,M6K,10.0,Spadina-Fort York
109048,STR-2106-HHPKVJ,M5R,12.0,Toronto-St. Paul's
109049,STR-2106-HYBKVL,M9W,1.0,Etobicoke North
109050,STR-2106-JGHKVM,M5A,13.0,Toronto Centre
109051,STR-2106-FTXXVC,M5V,10.0,Spadina-Fort York
109052,STR-2106-GCDXVD,M4L,14.0,Toronto-Danforth
109053,STR-2106-GSRXVG,M2K,17.0,Don Valley North
109054,STR-2106-GZXXVH,M5A,13.0,Toronto Centre
109055,STR-2106-HRKXVK,M1T,22.0,Scarborough-Agincourt
109056,STR-2106-HYRXVL,M6J,10.0,Spadina-Fort York
109057,STR-2106-FFCRVB,M3J,7.0,Humber River-Black Creek
109058,STR-2106-FVQRVD,M1L,20.0,Scarborough Southwest
109059,STR-2106-GCWRVF,M1C,25.0,Scarborough-Rouge Park
109060,STR-2106-GLCRVG,M5V,10.0,Spadina-Fort York
109061,STR-2106-GTJRVH,M6K,10.0,Spadina-Fort York
109062,STR-2106-HBQRVJ,M6R,4.0,Parkdale-High Park
109063,STR-2106-HJWRVK,M5H,10.0,Spadina-Fort York
109064,STR-2106-HZJRVM,M5V,10.0,Spadina-Fort York
109065,STR-2106-FFTDVB,M4L,14.0,Toronto-Danforth
109066,STR-2106-FMZDVC,M5V,10.0,Spadina-Fort York
109067,STR-2106-GDMDVF,M5J,10.0,Spadina-Fort York
109068,STR-2106-GLTDVG,M6K,10.0,Spadina-Fort York
109069,STR-2106-GTZDVH,M4Y,13.0,Toronto Centre
109070,STR-2106-HCGDVJ,M5V,10.0,Spadina-Fort York
109071,STR-2106-HKMDVK,M4S,12.0,Toronto-St. Paul's
109072,STR-2106-HSTDVL,M5V,10.0,Spadina-Fort York
109073,STR-2106-HZZDVM,M4P,12.0,Toronto-St. Paul's
109074,STR-2106-FGJRVB,M2R,6.0,York Centre
109075,STR-2106-FWWRVD,M5V,10.0,Spadina-Fort York
109076,STR-2106-GFCRVF,M5J,10.0,Spadina-Fort York
109077,STR-2106-GMJRVG,M6N,5.0,York South-Weston
109078,STR-2106-GVQRVH,M8W,3.0,Etobicoke-Lakeshore
109079,STR-2106-HCWRVJ,M4R,8.0,Eglinton-Lawrence
109080,STR-2106-HTJRVL,M6G,12.0,Toronto-St. Paul's
109081,STR-2106-JBQRVM,M5V,10.0,Spadina-Fort York
109082,STR-2106-FGZDVB,M4E,19.0,Beaches-East York
109083,STR-2106-FQGDVC,M6J,10.0,Spadina-Fort York
109084,STR-2106-FXMDVD,M1P,21.0,Scarborough Centre
109085,STR-2106-GMZDVG,M4P,12.0,Toronto-St. Paul's
109086,STR-2106-HDMDVJ,M6J,10.0,Spadina-Fort York
109087,STR-2106-HTZDVL,M1G,24.0,Scarborough-Guildwood
109088,STR-2106-JCGDVM,M4R,8.0,Eglinton-Lawrence
109089,STR-2106-FQWRVC,M6K,10.0,Spadina-Fort York
109090,STR-2106-FYCRVD,M5H,10.0,Spadina-Fort York
109091,STR-2106-GGJRVF,M5R,11.0,University-Rosedale
109092,STR-2106-GPQRVG,M8V,3.0,Etobicoke-Lakeshore
109093,STR-2106-HVQRVL,M5V,10.0,Spadina-Fort York
109094,STR-2106-FJGDVB,M1N,20.0,Scarborough Southwest
109095,STR-2106-FYTDVD,M5T,11.0,University-Rosedale
109096,STR-2106-GGZDVF,M5V,10.0,Spadina-Fort York
109097,STR-2106-GQGDVG,M6J,10.0,Spadina-Fort York
109098,STR-2106-GXMDVH,M5J,10.0,Spadina-Fort York
109099,STR-2106-HFTDVJ,M5A,13.0,Toronto Centre
109100,STR-2106-HMZDVK,M5J,10.0,Spadina-Fort York
109101,STR-2106-JDMDVM,M1L,20.0,Scarborough Southwest
109102,STR-2106-FJWRVB,M4C,19.0,Beaches-East York
109103,STR-2106-FSCRVC,M5V,10.0,Spadina-Fort York
109104,STR-2106-FZJRVD,M6K,10.0,Spadina-Fort York
109105,STR-2106-GHQRVF,M4L,19.0,Beaches-East York
109106,STR-2106-GQWRVG,M5V,10.0,Spadina-Fort York
109107,STR-2106-GYCRVH,M5V,10.0,Spadina-Fort York
109108,STR-2106-HGJRVJ,M5V,10.0,Spadina-Fort York
109109,STR-2106-HWWRVL,M4L,19.0,Beaches-East York
109110,STR-2106-JFCRVM,M5G,11.0,University-Rosedale
109111,STR-2106-FKMDVB,M5J,10.0,Spadina-Fort York
109112,STR-2106-FSTDVC,M5T,10.0,Spadina-Fort York
109113,STR-2106-FZZDVD,M6P,4.0,Parkdale-High Park
109114,STR-2106-GJGDVF,M6G,11.0,University-Rosedale
109115,STR-2106-GRMDVG,M8V,3.0,Etobicoke-Lakeshore
109116,STR-2106-HGZDVJ,M6M,5.0,York South-Weston
109117,STR-2106-HQGDVK,M1P,21.0,Scarborough Centre
109118,STR-2106-HXMDVL,M5J,10.0,Spadina-Fort York
109119,STR-2106-JFTDVM,M4Y,13.0,Toronto Centre
109120,STR-2106-FTJRVC,M3N,7.0,Humber River-Black Creek
109121,STR-2106-GBQRVD,M4X,13.0,Toronto Centre
109122,STR-2106-GJWRVF,M8Z,3.0,Etobicoke-Lakeshore
109123,STR-2106-GSCRVG,M5V,10.0,Spadina-Fort York
109124,STR-2106-HHQRVJ,M4K,14.0,Toronto-Danforth
109125,STR-2106-JGJRVM,M1C,25.0,Scarborough-Rouge Park
109126,STR-2106-FLTDVB,M2J,17.0,Don Valley North
109127,STR-2106-FTZDVC,M5P,12.0,Toronto-St. Paul's
109128,STR-2106-GCGDVD,M6H,9.0,Davenport
109129,STR-2106-GSTDVG,M4E,19.0,Beaches-East York
109130,STR-2106-GZZDVH,M5V,10.0,Spadina-Fort York
109131,STR-2106-HYTDVL,M8Y,3.0,Etobicoke-Lakeshore
109132,STR-2106-JGZDVM,M2H,17.0,Don Valley North
109133,STR-2106-FDPPHB,M5J,10.0,Spadina-Fort York
109134,STR-2106-FVBPHD,M5N,8.0,Eglinton-Lawrence
109135,STR-2106-GKPPHG,M5V,10.0,Spadina-Fort York
109136,STR-2106-HBBPHJ,M5V,10.0,Spadina-Fort York
109137,STR-2106-HJHPHK,M1C,25.0,Scarborough-Rouge Park
109138,STR-2106-HRPPHL,M4K,14.0,Toronto-Danforth
109139,STR-2106-HYVPHM,M1P,21.0,Scarborough Centre
109140,STR-2106-FFFBHB,M5J,10.0,Spadina-Fort York
109141,STR-2106-FMLBHC,M5J,10.0,Spadina-Fort York
109142,STR-2106-GCYBHF,M5T,11.0,University-Rosedale
109143,STR-2106-GLFBHG,M6G,11.0,University-Rosedale
109144,STR-2106-HSFBHL,M1J,24.0,Scarborough-Guildwood
109145,STR-2106-HZLBHM,M5V,10.0,Spadina-Fort York
109146,STR-2106-FFVPHB,M5J,10.0,Spadina-Fort York
109147,STR-2106-FPBPHC,M4Y,13.0,Toronto Centre
109148,STR-2106-FWHPHD,M5J,10.0,Spadina-Fort York
109149,STR-2106-GDPPHF,M6A,8.0,Eglinton-Lawrence
109150,STR-2106-GLVPHG,M5J,10.0,Spadina-Fort York
109151,STR-2106-GVBPHH,M6R,4.0,Parkdale-High Park
109152,STR-2106-HCHPHJ,M5V,10.0,Spadina-Fort York
